% Served, % Stalled, Avg Station Utilization, Avg Queue Length, Max Queue Length, Avg Consumables Level, Avg Queue Delay, Avg Service Delay, # refill events, food left
100,0,32.5511,0.214077,2,155.87,0.149842,0.377681,0,90
100,0,44.6341,0.235415,3,113.719,0.118056,0.341888,0,610100,0,55.9717,0.874586,7,123.32,0.399967,0.655938,0,72.81.4815,0,45.6517,0.282345,3,82.2618,0.14145,0.451968,084.677.7778,0,47.2155,0.77604,4,77.2623,0.330029,0.668285,100,0100,0,65.4654,0.642636,3,125.341,0.326926,0.659966,83.67382.6923,0,34.678,0.11001,2,93.7209,0.0545636,0.273983,0,0
